id,key,u,v
444,"10776280141|318222011|[323325872, 323325869]",10776280141,318222011
445,1841029202|287933904|697347523,1841029202,287933904
446,"279749349|6764558806|[39700256, 325397456, 341552751]",279749349,6764558806
447,"49418809|1303108655|[709047496, 709167831, 320386506, 5195725, 258180436, 11129399, 440942782]",49418809,1303108655
448,1303108655|1303108637|320386508,1303108655,1303108637
449,"1303108637|4261726246|[320386504, 381211121, 381211122, 1343555284, 799843576, 799843577]",1303108637,4261726246
450,"2159208166|569758422|[31725528, 128237978]",2159208166,569758422
451,1846439674|2519947204|129209033,1846439674,2519947204
452,"272088127|279824775|[127245065, 127245066, 303846923]",272088127,279824775
453,2308875485|7435057473|168478079,2308875485,7435057473
454,1027237244|1027237220|203656694,1027237244,1027237220
455,1027237233|1027237220|203656694,1027237233,1027237220
456,802169603|802169599|66081379,802169603,802169599
457,289676380|8685957499|860566694,289676380,8685957499
458,"8685957499|760261784|[623567879, 860566694, 860566695]",8685957499,760261784
459,"91695014|417678917|[1214216274, 220962455]",91695014,417678917
460,"249715999|498497952|[323325873, 23629654]",249715999,498497952
461,"84797516|290801382|[323325865, 945462225, 323036825, 323036826, 538595070, 538595071]",84797516,290801382
462,290801370|290801382|323036827,290801370,290801382
463,"84797198|290801370|[27440128, 323329908, 323036823, 323329912, 27440127]",84797198,290801370
464,292940815|6754038083|8326073,292940815,6754038083
465,"35365384|318238492|[585661808, 418750994]",35365384,318238492
466,"317429141|1215744292|[334705658, 22797620]",317429141,1215744292
467,21524824|4523472820|197364766,21524824,4523472820
468,4523472820|567469313|129213910,4523472820,567469313
469,507651391|567469313|129213910,507651391,567469313
470,"392491032|507651391|[84005516, 129213910]",392491032,507651391
471,"10375106|665451776|[596215944, 596215946, 636034307, 480725629]",10375106,665451776
472,"2152568435|260390903|[1475587184, 586604874]",2152568435,260390903
473,12619045395|245417200|4044882,12619045395,245417200
474,1215891172|2609738777|59846073,1215891172,2609738777
475,"309708383|2343139648|[922285736, 197172510]",309708383,2343139648
476,"333288555|312373930|[585675126, 30411862, 30411863]",333288555,312373930
477,21524781|21524944|183029087,21524781,21524944
478,21524781|21524795|183029087,21524781,21524795
479,"6764558806|6764558860|[861105912, 604063384, 39700263]",6764558806,6764558860
480,"6764558869|6764558860|[577442600, 604063384]",6764558869,6764558860
481,59185930|248736545|1356341034,59185930,248736545
482,"336259315|765095148|[134689093, 704371049, 321799114, 84893391, 572741237, 572741238, 587124630, 84893368, 860543931]",336259315,765095148
483,335705120|760424562|826194062,335705120,760424562
484,267420956|392491032|84005516,267420956,392491032
485,"364164675|6764406972|[604063382, 341552750, 604063383]",364164675,6764406972
486,"59185940|252022268|[24832706, 331269461, 331269462]",59185940,252022268
487,6764788855|2093175336|577464045,6764788855,2093175336
488,"6764788876|6764843336|[577464044, 577464045]",6764788876,6764843336
489,2093175336|6764788876|199306405,2093175336,6764788876
490,"20924169|1640713684|[361688072, 1346186003, 24230525, 361688397]",20924169,1640713684
491,20924456|20924554|334882615,20924456,20924554
492,691988590|13529651689|314483843,691988590,13529651689
493,266147365|691988590|314483843,266147365,691988590
494,"270091664|3916390169|[24910105, 584242666]",270091664,3916390169
495,"7450101204|529981930|[313646605, 47361397, 594333710, 313491471]",7450101204,529981930
496,"319851742|472398921|[1227917718, 1227917719]",319851742,472398921
497,"4992376659|12450327348|[604063385, 1192917308, 162967687]",4992376659,12450327348
498,"6764648267|6764648252|[180920184, 333144170, 413191024]",6764648267,6764648252
499,347020124|311173114|71512150,347020124,311173114
500,"279159668|310919797|[882406504, 311240258]",279159668,310919797
501,246985618|1846439674|199029456,246985618,1846439674
502,1835583051|6747197896|9536737,1835583051,6747197896
503,"315116861|2159208166|[231023241, 128237978, 848727046]",315116861,2159208166
504,981508129|2305896372|129295969,981508129,2305896372
505,310919797|294015239|50546866,310919797,294015239
506,411614259|2956370442|860324853,411614259,2956370442
507,"255950415|274733725|[981534643, 675209115]",255950415,274733725
508,2352695185|2352695168|168478056,2352695185,2352695168
509,321773774|2352695185|168478056,321773774,2352695185
510,728301106|2352695168|168478056,728301106,2352695168
511,1078818112|728301106|168478056,1078818112,728301106
512,"300739790|84797471|[23629664, 259553799, 259553805, 323322013, 595328091, 595328092, 595328093]",300739790,84797471
513,"318233079|318233049|[323322017, 23629660]",318233079,318233049
514,1786226631|8319860176|480496997,1786226631,8319860176
515,91694888|338532356|769095047,91694888,338532356
516,"338532356|1786226631|[481394328, 769095048]",338532356,1786226631
517,"6764648305|6764648331|[16770377, 39885815, 440942783]",6764648305,6764648331
518,30009495|30009496|323036817,30009495,30009496
519,343561641|366996526|1475587192,343561641,366996526
520,346181271|366996526|1475587192,346181271,366996526
521,"256136140|12847051429|[23642865, 1387797070, 1387797071]",256136140,12847051429
522,54801022|3061644938|23558043,54801022,3061644938
523,3061644938|653937422|344485838,3061644938,653937422
524,2631149931|248726002|319162785,2631149931,248726002
525,"254138869|354953191|[19646140, 996739413, 585673045]",254138869,354953191
526,"3419905811|3419905795|[421299968, 421286299, 488812357]",3419905811,3419905795
527,"3417653538|801082354|[334705665, 334705668]",3417653538,801082354
528,3414392085|801082354|334705665,3414392085,801082354
529,9212711703|5483416195|199029457,9212711703,5483416195
530,"470796829|9212722226|[638482249, 199029457, 44889237]",470796829,9212722226
531,5483416195|9212722225|199029457,5483416195,9212722225
532,246986581|9212711703|199029457,246986581,9212711703
533,"245417230|3414391881|[334327432, 168478052, 334327430, 334327431]",245417230,3414391881
534,"541974450|326123190|[128234033, 71512150]",541974450,326123190
535,311173114|541974437|71512150,311173114,541974437
536,"3916390170|3916390169|[24910105, 699197675]",3916390170,3916390169
537,"270091650|3916390170|[1212014713, 699197675, 749304494]",270091650,3916390170
538,"1317717041|155323984|[105326690, 105326691, 353276426, 1240865644, 992645101, 168704462, 30884303, 30884300, 1240865645, 596215964]",1317717041,155323984
539,281489734|281209025|334884117,281489734,281209025
540,282072685|281209025|334884117,282072685,281209025
541,291420960|291421194|589202504,291420960,291421194
542,"84797451|84797468|[991352384, 38866914, 38866917, 323325863, 983543112, 983543113, 323325864, 259554847, 259554844, 991352383]",84797451,84797468
543,"318222006|311173346|[944728106, 551322580, 71512814, 443007487]",318222006,311173346
544,267046872|311173179|71512150,267046872,311173179
545,311173179|541974437|71512150,311173179,541974437
546,"277289519|480455575|[1210074177, 363600577, 201131236, 406736197, 406812413, 25443821, 25443822, 38004372, 1210074167, 1210074168, 406812411, 51336988, 51336989]",277289519,480455575
547,"260390903|260390915|[586604874, 54048727]",260390903,260390915
548,"281199561|281418589|[922285745, 201332182]",281199561,281418589
549,"311173346|486753359|[944728105, 551323025, 1380436971]",311173346,486753359
550,326123128|498497909|49974779,326123128,498497909
551,267046872|541974450|71512150,267046872,541974450
552,266893441|1265254870|24546814,266893441,1265254870
553,"12352206099|1265254870|[1490558941, 24546814]",12352206099,1265254870
554,321997872|765948734|1085993943,321997872,765948734
555,"317429131|1215047736|[105574088, 105574099, 326070356, 1085992399]",317429131,1215047736
556,869920260|2300269085|395041285,869920260,2300269085
557,1369441667|3346997503|405561386,1369441667,3346997503
558,"256135993|11120003880|[335590752, 23642864, 1246109084]",256135993,11120003880
559,"283408126|282785500|[335590752, 1432063460]",283408126,282785500
560,256135993|283408126|335590752,256135993,283408126
561,3061645006|3061645008|344482291,3061645006,3061645008
562,2956370442|411614362|860278831,2956370442,411614362
563,"289514498|299154236|[999039395, 999039396, 37294727]",289514498,299154236
564,1858912627|774475143|197368519,1858912627,774475143
565,1850062711|1858912627|197368519,1850062711,1858912627
566,417703816|1972530740|822843095,417703816,1972530740
567,279824636|430949443|37294730,279824636,430949443
568,302699598|11817308258|570416246,302699598,11817308258
569,"765095148|336260193|[572741240, 790852993, 134689097, 572741239]",765095148,336260193
570,"411645710|80250667|[197364777, 1389245958]",411645710,80250667
571,289250386|289250384|481218259,289250386,289250384
572,"2907320958|2907320961|[1290772184, 596215953, 424836939, 287076805]",2907320958,2907320961
573,"249924123|326044666|[323036829, 323329907, 323036822, 29226269, 27440125, 27440126]",249924123,326044666
574,"290801369|326044613|[323325861, 323325867, 945462224, 323036824, 538595068, 538595069]",290801369,326044613
575,326044613|326044666|323036828,326044613,326044666
576,402567035|728302851|322690586,402567035,728302851
577,"260260368|281207657|[27135618, 413009604]",260260368,281207657
578,317430024|1215783432|862783098,317430024,1215783432
579,"6764406972|6764413133|[341552752, 861105915, 577461430, 604063382]",6764406972,6764413133
580,"2326348738|2334151608|[1190562827, 1335070710, 223756911]",2326348738,2334151608
581,306621047|369585757|50123800,306621047,369585757
582,333140134|1027237233|203656694,333140134,1027237233
583,333140134|333140135|203656694,333140134,333140135
584,"996784243|686461415|[203656690, 596219339, 59846070]",996784243,686461415
585,"10373655|318120079|[239545382, 1153297158, 239545383, 596219340, 5150652, 596215933, 313924478, 313924479]",10373655,318120079
586,289134241|2600971301|26392430,289134241,2600971301
587,21524762|21524797|860278833,21524762,21524797
588,"73697366|2036625633|[781421065, 8325835]",73697366,2036625633
589,21658527|73697366|8325835,21658527,73697366
590,21658527|291787715|8325835,21658527,291787715
591,"544821348|544821423|[43338049, 43338155, 50079263]",544821348,544821423
592,269037853|544821348|43338049,269037853,544821348
593,21657854|321784883|50336964,21657854,321784883
594,"6763962108|6763962144|[521653543, 39700104, 39700108, 52781937, 341552734]",6763962108,6763962144
595,"21658770|3401831395|[8325922, 132691395]",21658770,3401831395
596,"21658770|282021190|[769095049, 8325922]",21658770,282021190
597,1786226628|8319860176|8325905,1786226628,8319860176
598,"3401831395|1786226638|[1156696657, 8325905]",3401831395,1786226638
599,1786226628|1786226638|8325905,1786226628,1786226638
600,2343166128|413632570|202843574,2343166128,413632570
601,294112401|294112388|421272848,294112401,294112388
602,"99108791|294112401|[421272846, 421272847]",99108791,294112401
603,311173190|326123128|1380436967,311173190,326123128
604,310911146|326123190|128234033,310911146,326123190
605,"431993227|1037670910|[862784492, 353507639]",431993227,1037670910
606,279824636|430949432|70953956,279824636,430949432
607,430949394|430949432|226946961,430949394,430949432
608,479263000|2545630143|9891839,479263000,2545630143
609,30009420|250202876|317564251,30009420,250202876
610,254137348|350493318|28944919,254137348,350493318
611,311173218|498497909|29605413,311173218,498497909
612,"279749349|6764413134|[577461153, 577461154, 758795036, 341552751]",279749349,6764413134
613,287112958|369585757|24574000,287112958,369585757
614,"94856149|549763028|[694144658, 279162531]",94856149,549763028
615,1281453818|1215783499|26138737,1281453818,1215783499
616,"21524905|864838588|[790852992, 30476601, 572734991]",21524905,864838588
617,"1215744292|1215744194|[334705658, 334705651]",1215744292,1215744194
618,"2326860071|2326348724|[223819200, 223789281, 223756914, 223756915, 1190620213, 1051234646]",2326860071,2326348724
619,"2326860028|2326860031|[1051234641, 223819196]",2326860028,2326860031
620,"470796829|5483358157|[103421296, 44889237, 103421295]",470796829,5483358157
621,"5483358157|4626821273|[65981096, 65981101, 103421295]",5483358157,4626821273
622,309525193|7177207281|64566677,309525193,7177207281
623,"1483232090|6764648198|[341552736, 709047535, 222416112, 222416113, 413191025]",1483232090,6764648198
624,3061644980|411906536|344483375,3061644980,411906536
625,"294015179|294015239|[225469089, 228829283, 228829284, 225469092, 50546866]",294015179,294015239
626,"84797198|326055288|[29226266, 29226267, 323329917]",84797198,326055288
627,"4705516429|13676886425|[694319584, 133037497]",4705516429,13676886425
628,1286636429|2247174914|29372373,1286636429,2247174914
629,302407978|1591390534|50219051,302407978,1591390534
630,10374998|996784243|596219339,10374998,996784243
631,4710328772|6747197896|9536737,4710328772,6747197896
632,257097765|4710328772|9536737,257097765,4710328772
633,"1476897043|2321730902|[341552744, 223253751]",1476897043,2321730902
634,1380106466|1476897043|341552744,1380106466,1476897043
635,"10375001|4892952791|[203656691, 211364853, 211364854]",10375001,4892952791
636,2363501070|486725013|736695621,2363501070,486725013
637,"457103923|486725013|[736695621, 736695622, 161049367]",457103923,486725013
638,"318219111|84797600|[991352385, 991352386, 807951139, 807951140, 259554854, 38866920, 323325866, 983543115, 983543114, 38866922]",318219111,84797600
639,"289134239|8048704211|[26392592, 817360481, 817360482, 791538199]",289134239,8048704211
640,"290021285|330190099|[29691436, 1223203014]",290021285,330190099
641,"84797516|318219111|[28944304, 28944305, 323325868]",84797516,318219111
